Lot_Wafer_ID,Lot_ID,Wafer_Slot,Step1_Config,Step2_Config,Step3_Config,Step4_Config,Step5_Config,Step6_Config,Step7_Config,Step8_Config,Step9_Config,Step10_Config,Step11_Config,Step12_Config,Step13_Config,Step14_Config,Step15_Config,Step16_Config,Step17_Config,Step18_Config,Step19_Config,Step20_Config,Step21_Config,Step22_Config,Step23_Config,Step24_Config,Step25_Config,Step26_Config,Step27_Config,Step28_Config,Step29_Config,Step30_Config,Step1_R1,Step2_R1,Step3_R1,Step4_R1,Step4_R2,Step5_R1,Step6_R1,Step6_R2,Step7_R1,Step7_R2,Step8_R1,Step9_R1,Step9_R2,Step10_R1,Step11_R1,Step12_R1,Step12_R2,Step13_R1,Step13_R2,Step13_R3,Step14_R1,Step14_R2,Step14_R3,Step15_R1,Step15_R2,Step16_R1,Step17_R1,Step18_R1,Step19_R1,Step20_R1,Step21_R1,Step22_R1,Step22_R2,Step22_R3,Step23_R1,Step24_R1,Step24_R2,Step25_R1,Step25_R2,Step25_R3,Step26_R1,Step27_R1,Step28_R1,Step28_R2,Step28_R3,Step29_R1,Step29_R2,Step30_R1,Step1_D1,Step6_D1,Step8_D1,Step11_D1,Step13_D1,Step14_D1,Step21_D1,Step22_D1,Step27_D1,Step30_D1,Y,Y1,Y2,Y3,Y4,Y5
T001_W11,T001,11,Step1_Model1_EQC_CH2,Step2_Model2_EQB_CH3,Step3_Model1_EQC_CH2,Step4_Model1_EQB_CH2,Step5_Model1_EQB_CH4,Step6_Model1_EQC_CH1,Step7_Model1_EQA_CH4,Step8_Model2_EQB_CH1,Step9_Model1_EQA_CH3,Step10_Model3_EQA_CH3,Step11_Model1_EQB_CH1,Step12_Model2_EQC_CH3,Step13_Model2_EQC_CH4,Step14_Model1_EQB_CH4,Step15_Model1_EQC_CH4,Step16_Model1_EQB_CH1,Step17_Model2_EQC_CH1,Step18_Model1_EQC_CH1,Step19_Model1_EQB_CH3,Step20_Model1_EQC_CH2,Step21_Model1_EQC_CH1,Step22_Model3_EQA_CH4,Step23_Model2_EQC_CH2,Step24_Model1_EQB_CH2,Step25_Model1_EQA_CH2,Step26_Model1_EQB_CH1,Step27_Model2_EQC_CH4,Step28_Model1_EQA_CH2,Step29_Model1_EQC_CH3,Step30_Model1_EQA_CH3,,,,,,,,,,58.5314595,,,,,,,,,,,,,60.02379364294656,,38.428567114768356,,,,,,48.72496158992397,40.23016587158667,,,,,,32.65919321866939,39.15641783663533,,,,,,,,,,,,,,,,,,,,,,,,,
T001_W12,T001,12,Step1_Model1_EQC_CH3,Step2_Model2_EQB_CH4,Step3_Model1_EQC_CH2,Step4_Model1_EQB_CH4,Step5_Model1_EQB_CH4,Step6_Model1_EQC_CH3,Step7_Model1_EQA_CH2,Step8_Model2_EQB_CH2,Step9_Model1_EQA_CH1,Step10_Model3_EQA_CH1,Step11_Model1_EQB_CH1,Step12_Model2_EQC_CH3,Step13_Model2_EQC_CH4,Step14_Model1_EQB_CH2,Step15_Model1_EQC_CH1,Step16_Model1_EQB_CH3,Step17_Model2_EQC_CH1,Step18_Model1_EQC_CH1,Step19_Model1_EQB_CH2,Step20_Model1_EQC_CH2,Step21_Model1_EQC_CH3,Step22_Model3_EQA_CH3,Step23_Model2_EQC_CH4,Step24_Model1_EQB_CH1,Step25_Model1_EQA_CH1,Step26_Model1_EQB_CH4,Step27_Model2_EQC_CH1,Step28_Model1_EQA_CH4,Step29_Model1_EQC_CH1,Step30_Model1_EQA_CH1,,36.196816534702315,,,,67.18277150663755,,,,50.050731571738204,34.68096125893917,36.28964335611113,,,,,,,,,,,,,,58.85646595163632,,,,37.48269272320293,,,,,,,,,,38.779448918983604,,,,,,,,,,,14,,,,,,,,,,,,,
T001_W13,T001,13,Step1_Model1_EQC_CH4,Step2_Model2_EQB_CH4,Step3_Model1_EQC_CH4,Step4_Model1_EQB_CH1,Step5_Model1_EQB_CH3,Step6_Model1_EQC_CH2,Step7_Model1_EQA_CH3,Step8_Model2_EQB_CH1,Step9_Model1_EQA_CH1,Step10_Model3_EQA_CH4,Step11_Model1_EQB_CH1,Step12_Model2_EQC_CH4,Step13_Model2_EQC_CH4,Step14_Model1_EQB_CH4,Step15_Model1_EQC_CH1,Step16_Model1_EQB_CH1,Step17_Model2_EQC_CH1,Step18_Model1_EQC_CH1,Step19_Model1_EQB_CH3,Step20_Model1_EQC_CH3,Step21_Model1_EQC_CH3,Step22_Model3_EQA_CH3,Step23_Model2_EQC_CH4,Step24_Model1_EQB_CH3,Step25_Model1_EQA_CH1,Step26_Model1_EQB_CH4,Step27_Model2_EQC_CH3,Step28_Model1_EQA_CH2,Step29_Model1_EQC_CH2,Step30_Model1_EQA_CH2,,,,,,65.64849424862638,,,,,,,,,,,,,,,41.61628226016945,,,,47.30326258,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,8,8,,,,,,,,,
T001_W14,T001,14,Step1_Model1_EQC_CH4,Step2_Model2_EQB_CH4,Step3_Model1_EQC_CH2,Step4_Model1_EQB_CH4,Step5_Model1_EQB_CH1,Step6_Model1_EQC_CH2,Step7_Model1_EQA_CH2,Step8_Model2_EQB_CH3,Step9_Model1_EQA_CH1,Step10_Model3_EQA_CH1,Step11_Model1_EQB_CH3,Step12_Model2_EQC_CH1,Step13_Model2_EQC_CH2,Step14_Model1_EQB_CH1,Step15_Model1_EQC_CH4,Step16_Model1_EQB_CH3,Step17_Model2_EQC_CH2,Step18_Model1_EQC_CH1,Step19_Model1_EQB_CH2,Step20_Model1_EQC_CH4,Step21_Model1_EQC_CH3,Step22_Model3_EQA_CH4,Step23_Model2_EQC_CH2,Step24_Model1_EQB_CH1,Step25_Model1_EQA_CH1,Step26_Model1_EQB_CH3,Step27_Model2_EQC_CH2,Step28_Model1_EQA_CH2,Step29_Model1_EQC_CH2,Step30_Model1_EQA_CH4,,,37.383994951924564,,,,,,,,,,,,,,46.71962560410825,,,,,,,51.62296089477389,,,,,,,,,,,,,,,,,,,,,,,59.025671590138174,,,,7,,,,,,,,,,,,,
T001_W15,T001,15,Step1_Model1_EQC_CH3,Step2_Model2_EQB_CH4,Step3_Model1_EQC_CH3,Step4_Model1_EQB_CH3,Step5_Model1_EQB_CH3,Step6_Model1_EQC_CH3,Step7_Model1_EQA_CH4,Step8_Model2_EQB_CH1,Step9_Model1_EQA_CH1,Step10_Model3_EQA_CH1,Step11_Model1_EQB_CH1,Step12_Model2_EQC_CH4,Step13_Model2_EQC_CH3,Step14_Model1_EQB_CH1,Step15_Model1_EQC_CH2,Step16_Model1_EQB_CH2,Step17_Model2_EQC_CH3,Step18_Model1_EQC_CH1,Step19_Model1_EQB_CH2,Step20_Model1_EQC_CH1,Step21_Model1_EQC_CH1,Step22_Model3_EQA_CH2,Step23_Model2_EQC_CH3,Step24_Model1_EQB_CH2,Step25_Model1_EQA_CH1,Step26_Model1_EQB_CH1,Step27_Model2_EQC_CH4,Step28_Model1_EQA_CH4,Step29_Model1_EQC_CH4,Step30_Model1_EQA_CH4,,,,,,,,,,,38.137964842260345,,,62.381481411343806,,,,,,,,,,,,,,,,34.75758953222808,,37.60901732801235,,,,,51.62223082758743,,,,,,,,,,,,,,,,,,,,8,,,,,,,
T001_W16,T001,16,Step1_Model1_EQC_CH1,Step2_Model2_EQB_CH2,Step3_Model1_EQC_CH4,Step4_Model1_EQB_CH4,Step5_Model1_EQB_CH1,Step6_Model1_EQC_CH3,Step7_Model1_EQA_CH3,Step8_Model2_EQB_CH4,Step9_Model1_EQA_CH3,Step10_Model3_EQA_CH2,Step11_Model1_EQB_CH1,Step12_Model2_EQC_CH4,Step13_Model2_EQC_CH2,Step14_Model1_EQB_CH2,Step15_Model1_EQC_CH1,Step16_Model1_EQB_CH1,Step17_Model2_EQC_CH1,Step18_Model1_EQC_CH2,Step19_Model1_EQB_CH2,Step20_Model1_EQC_CH2,Step21_Model1_EQC_CH4,Step22_Model3_EQA_CH1,Step23_Model2_EQC_CH1,Step24_Model1_EQB_CH4,Step25_Model1_EQA_CH1,Step26_Model1_EQB_CH1,Step27_Model2_EQC_CH1,Step28_Model1_EQA_CH2,Step29_Model1_EQC_CH3,Step30_Model1_EQA_CH3,37.806349428635116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.41850362,,41.49940697929218,,,,,31.60292940027243,,,55.936658187360884,,,,,,,,,,,,,,,,,
T001_W17,T001,17,Step1_Model1_EQC_CH1,Step2_Model2_EQB_CH4,Step3_Model1_EQC_CH4,Step4_Model1_EQB_CH1,Step5_Model1_EQB_CH4,Step6_Model1_EQC_CH3,Step7_Model1_EQA_CH4,Step8_Model2_EQB_CH1,Step9_Model1_EQA_CH1,Step10_Model3_EQA_CH3,Step11_Model1_EQB_CH3,Step12_Model2_EQC_CH4,Step13_Model2_EQC_CH2,Step14_Model1_EQB_CH4,Step15_Model1_EQC_CH4,Step16_Model1_EQB_CH4,Step17_Model2_EQC_CH3,Step18_Model1_EQC_CH4,Step19_Model1_EQB_CH4,Step20_Model1_EQC_CH3,Step21_Model1_EQC_CH1,Step22_Model3_EQA_CH3,Step23_Model2_EQC_CH1,Step24_Model1_EQB_CH2,Step25_Model1_EQA_CH2,Step26_Model1_EQB_CH1,Step27_Model2_EQC_CH3,Step28_Model1_EQA_CH2,Step29_Model1_EQC_CH1,Step30_Model1_EQA_CH3,,35.39992785919988,31.214004774796543,46.00221165026393,,,,,,,,,,,37.946325191448054,,,32.03983815015078,,32.119968931674705,,,,,,,,,,30.204857081894794,,,,,,,55.63117145918302,,,,,48.448698499434755,,36.318205916416964,,38.816857358861505,,,,,,,,,,,,,,,,,,
T001_W18,T001,18,Step1_Model1_EQC_CH4,Step2_Model2_EQB_CH4,Step3_Model1_EQC_CH2,Step4_Model1_EQB_CH3,Step5_Model1_EQB_CH2,Step6_Model1_EQC_CH4,Step7_Model1_EQA_CH1,Step8_Model2_EQB_CH2,Step9_Model1_EQA_CH4,Step10_Model3_EQA_CH1,Step11_Model1_EQB_CH2,Step12_Model2_EQC_CH3,Step13_Model2_EQC_CH4,Step14_Model1_EQB_CH4,Step15_Model1_EQC_CH4,Step16_Model1_EQB_CH1,Step17_Model2_EQC_CH1,Step18_Model1_EQC_CH2,Step19_Model1_EQB_CH2,Step20_Model1_EQC_CH4,Step21_Model1_EQC_CH2,Step22_Model3_EQA_CH3,Step23_Model2_EQC_CH1,Step24_Model1_EQB_CH2,Step25_Model1_EQA_CH2,Step26_Model1_EQB_CH1,Step27_Model2_EQC_CH2,Step28_Model1_EQA_CH2,Step29_Model1_EQC_CH1,Step30_Model1_EQA_CH2,37.73897193295049,39.98320112291693,43.767930702715155,40.993652460031925,,,,,,,26.10538693462858,40.563824115701095,,,,,,,,,,,,,,,,,,,,,57.42192539876242,,,62.56720431127561,,,,,,,,,,,63.715546486220276,,,,,,,,,,,,,,,,,
T001_W19,T001,19,Step1_Model1_EQC_CH4,Step2_Model2_EQB_CH1,Step3_Model1_EQC_CH3,Step4_Model1_EQB_CH2,Step5_Model1_EQB_CH2,Step6_Model1_EQC_CH4,Step7_Model1_EQA_CH3,Step8_Model2_EQB_CH2,Step9_Model1_EQA_CH3,Step10_Model3_EQA_CH3,Step11_Model1_EQB_CH2,Step12_Model2_EQC_CH4,Step13_Model2_EQC_CH1,Step14_Model1_EQB_CH3,Step15_Model1_EQC_CH2,Step16_Model1_EQB_CH2,Step17_Model2_EQC_CH2,Step18_Model1_EQC_CH3,Step19_Model1_EQB_CH2,Step20_Model1_EQC_CH3,Step21_Model1_EQC_CH4,Step22_Model3_EQA_CH2,Step23_Model2_EQC_CH3,Step24_Model1_EQB_CH2,Step25_Model1_EQA_CH4,Step26_Model1_EQB_CH4,Step27_Model2_EQC_CH3,Step28_Model1_EQA_CH1,Step29_Model1_EQC_CH1,Step30_Model1_EQA_CH4,,,,,,,,,,,,,,59.71776594857491,,,,,,,,,,51.38334253588714,,,52.80523795407056,,44.27426876109616,40.57624857135181,,,,,,59.65227718,,,,38.336587731211914,,,,,,,,,10,,,,,,,10,,,,,,,,
T001_W20,T001,20,Step1_Model1_EQC_CH4,Step2_Model2_EQB_CH1,Step3_Model1_EQC_CH2,Step4_Model1_EQB_CH4,Step5_Model1_EQB_CH1,Step6_Model1_EQC_CH1,Step7_Model1_EQA_CH4,Step8_Model2_EQB_CH2,Step9_Model1_EQA_CH3,Step10_Model3_EQA_CH1,Step11_Model1_EQB_CH4,Step12_Model2_EQC_CH1,Step13_Model2_EQC_CH3,Step14_Model1_EQB_CH1,Step15_Model1_EQC_CH2,Step16_Model1_EQB_CH2,Step17_Model2_EQC_CH4,Step18_Model1_EQC_CH2,Step19_Model1_EQB_CH4,Step20_Model1_EQC_CH2,Step21_Model1_EQC_CH1,Step22_Model3_EQA_CH4,Step23_Model2_EQC_CH2,Step24_Model1_EQB_CH3,Step25_Model1_EQA_CH2,Step26_Model1_EQB_CH2,Step27_Model2_EQC_CH2,Step28_Model1_EQA_CH2,Step29_Model1_EQC_CH1,Step30_Model1_EQA_CH3,,,,,,,,,,,,,,,30.039724748046137,,,,,35.20891124540163,,,,,,,,,,,,,,59.697167762960085,,,50.56827590311773,,46.452336795388106,39.10128089791105,,56.23201340457804,,27.5798187,,,64.43609046878704,,,,,14,15,,,,,,,,,,,
T001_W21,T001,21,Step1_Model1_EQC_CH3,Step2_Model2_EQB_CH1,Step3_Model1_EQC_CH3,Step4_Model1_EQB_CH2,Step5_Model1_EQB_CH2,Step6_Model1_EQC_CH1,Step7_Model1_EQA_CH1,Step8_Model2_EQB_CH2,Step9_Model1_EQA_CH4,Step10_Model3_EQA_CH2,Step11_Model1_EQB_CH4,Step12_Model2_EQC_CH1,Step13_Model2_EQC_CH3,Step14_Model1_EQB_CH2,Step15_Model1_EQC_CH4,Step16_Model1_EQB_CH2,Step17_Model2_EQC_CH1,Step18_Model1_EQC_CH2,Step19_Model1_EQB_CH2,Step20_Model1_EQC_CH3,Step21_Model1_EQC_CH3,Step22_Model3_EQA_CH1,Step23_Model2_EQC_CH2,Step24_Model1_EQB_CH3,Step25_Model1_EQA_CH2,Step26_Model1_EQB_CH3,Step27_Model2_EQC_CH3,Step28_Model1_EQA_CH3,Step29_Model1_EQC_CH2,Step30_Model1_EQA_CH4,,38.427428902390524,28.395946680972518,,,,,,,,,,,,,,,,,,,31.792607730365862,,,,56.934267588524186,,,,,,,,,,,,,,,48.41877237202573,,,,,,,,,,,,,,,,,,,,,,,
